user_id,item_id,rating
EE0715,B07194GPJV,5.0
Nickolas Snyder,B07194GPJV,1.0
Crystal Shipley,B07194GPJV,2.0
Dorothy Bengtson,B07194GPJV,4.0
J. Seeburger,B07194GPJV,5.0
Flight-ER-Doc,B07194GPJV,2.0
Scott716,B07194GPJV,4.0
amh,B07194GPJV,5.0
Regina G.Fetty,B07194GPJV,5.0
L. Kirk,"B008GG93YE,B00LWHUBPO,B0051QYGXA",4.0
Tricia L,"B008GG93YE,B00LWHUBPO,B0051QYGXA",5.0
ShirtGuy,"B008GG93YE,B00LWHUBPO,B0051QYGXA",5.0
Carmylita,"B008GG93YE,B00LWHUBPO,B0051QYGXA",5.0
JJCEO,B071NMTDHR,4.0
bklynfinest,B071NMTDHR,1.0
J. Chambers,B071NMTDHR,5.0
TerriG,B071NMTDHR,2.0
David Mallinder,B071NMTDHR,4.0
Dimples,B071NMTDHR,3.0
Darlene,B071NMTDHR,2.0
Bill M.,B071NMTDHR,4.0
Joyce AC,B071NMTDHR,3.0
AMA,B071NMTDHR,4.0
Jeremy Hutchings,B071NMTDHR,5.0
FreeReader,B071NMTDHR,4.0
M.,B071NMTDHR,3.0
William,B071NMTDHR,3.0
aklouie,B071NMTDHR,2.0
Phil (not) in Magnolia,B071NMTDHR,5.0
iiiireader,B071NMTDHR,5.0
renatae33,B071NMTDHR,5.0
FreeSpirit,B0117U82EM,3.0
Jim Samsen,B0117U82EM,5.0
Desert Rat,B0117U82EM,3.0
Tenny B,B0711C7WL2,5.0
RS,B0711C7WL2,5.0
Brian Cox,B0711C7WL2,5.0
TODD,B0711C7WL2,4.0
Amazon Customer,B0711C7WL2,5.0
Melissa J,B0711C7WL2,5.0
Eilhard Molina,B0711C7WL2,4.0
Nikki,B0711C7WL2,5.0
Lindsay Slater,B0711C7WL2,4.0
Samantha,B0711C7WL2,5.0
Nana2kearaj,B0711C7WL2,3.0
ktollstam,B01M3ULMWP,4.0
TD,B01M3ULMWP,5.0
Adam,B01M3ULMWP,5.0
Amazon Customer,B01M3ULMWP,5.0
AlphaKryptonyte,B01M3ULMWP,4.0
Mike W.,B00LWHU9D8,5.0
William Hardin,B00LWHU9D8,5.0
Earthling1984,B00LWHU9D8,5.0
C. Wegenka,B0716JZKLT,5.0
gretchen fraley,B0716JZKLT,5.0
Betty Jaggers,B0716JZKLT,5.0
Robyn R Larkin,B0716JZKLT,5.0
Laura Duran,B0716JZKLT,5.0
arual2384,B0716JZKLT,5.0
Jacob St Peter,B0716JZKLT,5.0
Kindle Customer,B0716JZKLT,5.0
Carrie Dendy,B0716JZKLT,5.0
Brett,B0716JZKLT,5.0
Rachel,B0716JZKLT,5.0
Desert Rat,B01BRWH8G8,5.0
MaGold,B01BRWH8G8,5.0
RaVen,B01BRWH8G8,4.0
Shira Sandford,B01M4NRFXX,5.0
Amazon Customer,B01M4NRFXX,5.0
Tech Insider,B01M4NRFXX,5.0
J. Welch,B01M4NRFXX,5.0
Amazon Customer,B01KVZDFD2,3.0
Anna,B01KVZDFD2,5.0
Bookie Monster,B01KVZDFD2,5.0
Devin,B01KVZDFD2,5.0
DC Mom,B01KVZDFD2,3.0
KimberlyinMN,B01KVZDFD2,5.0
Tech Insider,B01M4NU4OM,5.0
Urduja,B01M4NU4OM,5.0
Alex Yandukin,B01M4NU4OM,5.0
Amazon Customer,B01M4NU4OM,4.0
Knicky,B01M4NU4OM,5.0
TL,"B008GGCAVM,B00DOPNMVM",4.0
NicoleReviewsItAll,"B008GGCAVM,B00DOPNMVM",5.0
wadas1989,"B008GGCAVM,B00DOPNMVM",5.0
DBoogie,"B008GGCAVM,B00DOPNMVM",4.0
NF,"B008GGCAVM,B00DOPNMVM",4.0
MarkM,"B008GGCAVM,B00DOPNMVM",5.0
Christine Abraham,"B008GGCAVM,B00DOPNMVM",5.0
Judy Schechter,"B008GGCAVM,B00DOPNMVM",4.0
J. Chambers,B00KSR13CE,5.0
JJCEO,B00KSR13CE,5.0
D. Carlson,B00KSR13CE,3.0
Phil (not) in Magnolia,B01M71HRMY,4.0
t. mcgritty,B01M71HRMY,5.0
MWebb,B01M71HRMY,5.0
P'uie,B01M71HRMY,5.0
Roy Estaris,B01K8B8YA8,5.0
DJ,B01K8B8YA8,5.0
Bryant R.,B01K8B8YA8,5.0
Lucky Jason,B01K8B8YA8,5.0
Amazon and AmazonPrime Rock!,B01K8B8YA8,5.0
RaVen,B01K8B8YA8,5.0
Matthew Johnson,B01K8B8YA8,1.0
G.Hulse,B010BWYDYA,5.0
TM massage,B010BWYDYA,5.0
Darren Levine,B010BWYDYA,4.0
Michael S,B01KIOU214,5.0
Alex S,B01KIOU214,5.0
Michael Davis,B01KIOU214,5.0
E. M. Foner (SciFi Author),B01KIOU214,5.0
J. Chambers,B00DOPNK14,5.0
JJCEO,B00DOPNK14,5.0
D. Carlson,B00DOPNK14,3.0
J-Ro!,B00DOPNK14,5.0
Amazon Reviewer,"B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",4.0
NF,"B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",5.0
Del,"B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",4.0
Michael Gallagher,"B00DOPNO4M,B00BWYQ9YE,B00CYQPMJC,B00CUU1CGY,B00BWYRF7E,B00CYQP3AK",4.0
Deanokat,B01BH83OOM,5.0
Heather A,B01BH83OOM,5.0
Quentin Moore,B01BH83OOM,5.0
Casey,B01BH83OOM,5.0
Tazman3582,B01BH83OOM,5.0
25Firefighter,B01BH83OOM,5.0
CraigJ5974,B01BH83OOM,5.0
JBD1,B01BH83OOM,5.0
Solserfr,B01BH83OOM,4.0
barry,B01BH83OOM,5.0
Akrin,B01BH83OOM,5.0
Frangelica,B01BH83OOM,5.0
Czer,B01BH83OOM,5.0
evolracing,B01BH83OOM,5.0
Jdnlex,B01BH83OOM,5.0
1234,B01BH83OOM,4.0
Brustman,B01BH83OOM,5.0
1soni,B01BH83OOM,5.0
Abelitonj,B01BH83OOM,5.0
BigT,B01BH83OOM,4.0
Meme,B01BH83OOM,4.0
Boschbeliever,B01BH83OOM,5.0
Willie4,B01BH83OOM,5.0
Diva42,B01BH83OOM,5.0
OfDVine,B01BH83OOM,4.0
redluong,B01BH83OOM,5.0
Preacherman,B01BH83OOM,5.0
Pogera,B01BH83OOM,2.0
Mike,B01BH83OOM,5.0
Ceairra,B01BH83OOM,5.0
TJay,B01BH83OOM,4.0
Fenn0316,B01BH83OOM,5.0
Neeko,B01BH83OOM,4.0
5bros,B01BH83OOM,4.0
Scottlyn,B01BH83OOM,5.0
Moms,B01BH83OOM,5.0
Rick,B01BH83OOM,5.0
PapaC,B01BH83OOM,5.0
Jvier,B01BH83OOM,2.0
TheTravelerRN,B01BH83OOM,5.0
LARudi,B01BH83OOM,5.0
Will,B01BH83OOM,5.0
DaddyLife,B01BH83OOM,5.0
hulio5,B01BH83OOM,3.0
Flutterbye216,B01BH83OOM,5.0
smvere,B01BH83OOM,5.0
Cable,B01BH83OOM,5.0
mimi,B01BH83OOM,5.0
Noshowcharlie,B01BH83OOM,5.0
AC118,B01BH83OOM,5.0
Bigglare,B01BH83OOM,5.0
Cinzia,B01BH83OOM,4.0
Porsche4me,B01BH83OOM,5.0
GadgetGirl,B01BH83OOM,4.0
Stevarino,B01BH83OOM,5.0
Susie,B01BH83OOM,5.0
BestBuyjukie,B01BH83OOM,4.0
HBSurferMan85,B01BH83OOM,5.0
Terri,B01BH83OOM,5.0
cecook82,B01BH83OOM,5.0
Franco,B01BH83OOM,5.0
Dave845,B01BH83OOM,5.0
Jimmy,B01BH83OOM,5.0
Louieg,B01BH83OOM,5.0
Caboman,B01BH83OOM,5.0
AMA2,B01BH83OOM,4.0
ts120,B01BH83OOM,4.0
Luvlyone,B01BH83OOM,5.0
Kevin6868,B01BH83OOM,5.0
Evelyn1,B01BH83OOM,5.0
JustOneMan,B01BH83OOM,5.0
Scot,B01BH83OOM,2.0
Buckeyew,B01BH83OOM,5.0
Luvlymissez16,B01BH83OOM,5.0
Werda64,B01BH83OOM,5.0
BobbyG,B01BH83OOM,5.0
Lanette,B01BH83OOM,5.0
Littledavila,B01BH83OOM,5.0
Alexgsp,B01BH83OOM,4.0
Outofcrayons,B01BH83OOM,4.0
JeffM,B01BH83OOM,4.0
funfam3,B01BH83OOM,5.0
Good,B01BH83OOM,4.0
clc4912,B01BH83OOM,5.0
NTKramer,B01BH83OOM,5.0
DK10,B01BH83OOM,4.0
Edelenjacob,B01BH83OOM,5.0
SuperNintendoChalmers,B01BH83OOM,5.0
denny,B01BH83OOM,4.0
BKKTH,B01BH83OOM,4.0
IceisMN612,B01BH83OOM,5.0
Jusandy25,B01BH83OOM,5.0
Sevirj89,B01BH83OOM,5.0
bill,B01BH83OOM,4.0
Jeepster,B01BH83OOM,1.0
John,B01BH83OOM,5.0
Blaze,B01BH83OOM,3.0
Mom2Kingston,B01BH83OOM,5.0
Venti,B01BH83OOM,5.0
Collygirl,B01BH83OOM,4.0
Bertram,B01BH83OOM,5.0
Rocky,B01BH83OOM,4.0
Missy,B01BH83OOM,5.0
robo,B01BH83OOM,5.0
MikeG,B01BH83OOM,4.0
dwd3885,B01BH83OOM,5.0
Karl,B01BH83OOM,4.0
Kenny,B01BH83OOM,5.0
Player99,B01BH83OOM,5.0
Jpsdrivesfast,B01BH83OOM,5.0
Rabah,B01BH83OOM,5.0
CPLPUN,B01BH83OOM,5.0
Vstorageerich,B01BH83OOM,5.0
Beke,B01BH83OOM,5.0
Philme,B01BH83OOM,5.0
Chris201,B01BH83OOM,4.0
Jenn,B01BH83OOM,4.0
1215,B01BH83OOM,5.0
Pick,B01BH83OOM,5.0
Davesmith82,B01BH83OOM,5.0
MikeNof,B01BH83OOM,5.0
Hunter,B01BH83OOM,5.0
Saulny,B01BH83OOM,5.0
RVCOS,B01BH83OOM,4.0
SamMan,B01BH83OOM,5.0
WKKA,B01BH83OOM,5.0
Maria,B01BH83OOM,5.0
wax0pal,B01BH83OOM,4.0
Robbie,B01BH83OOM,5.0
Tapmethis,B01BH83OOM,5.0
ricanaustin,B01BH83OOM,5.0
Tttt,B01BH83OOM,5.0
Mike,B01BH83OOM,4.0
JPS71,B01BH83OOM,5.0
Rich,B01BH83OOM,4.0
Pete,B01BH83OOM,5.0
Paul,B01BH83OOM,5.0
doclee,B01BH83OOM,4.0
paul,B01BH83OOM,5.0
Sassy,B01BH83OOM,5.0
GPJR,B01BH83OOM,5.0
bob2531,B01BH83OOM,3.0
Cheryl,B01BH83OOM,4.0
Savageks,B01BH83OOM,3.0
marie,B01BH83OOM,3.0
mrmystery,B01BH83OOM,5.0
Np71,B01BH83OOM,5.0
Happy,B01BH83OOM,5.0
Alky,B01BH83OOM,5.0
MaverickSmooth,B01BH83OOM,5.0
MrGGarry,B01BH83OOM,4.0
fatpants,B01BH83OOM,5.0
BABYDURR,B01BH83OOM,4.0
momof2,B01BH83OOM,2.0
Steve,B01BH83OOM,5.0
notoriouspip,B01BH83OOM,4.0
betty883,B01BH83OOM,4.0
RUGE777,B01BH83OOM,5.0
TuxToaster,B01BH83OOM,5.0
chris,B01BH83OOM,5.0
Dave,B01BH83OOM,5.0
JohnA,B01BH83OOM,5.0
beezth,B01BH83OOM,4.0
Nasa,B01BH83OOM,4.0
BNBFan,B01BH83OOM,5.0
cantuc,B01BH83OOM,4.0
bossfan,B01BH83OOM,5.0
MacG,B01BH83OOM,4.0
fvsucat,B01BH83OOM,4.0
Alexa,B01BH83OOM,4.0
RugbyRef,B01BH83OOM,5.0
cc2wclc,B01BH83OOM,5.0
Rickyvic,B01BH83OOM,3.0
Muzz2160,B01BH83OOM,4.0
Justme,B01BH83OOM,3.0
Nunyun345,B01BH83OOM,5.0
cheeserat,B01BH83OOM,5.0
Alan,B01BH83OOM,5.0
Nick,B01BH83OOM,3.0
minded,B01BH83OOM,4.0
DaveGS,B01BH83OOM,4.0
Kathy4901,B01BH83OOM,5.0
oldschool,B01BH83OOM,4.0
JustMe,B01BH83OOM,5.0
tinkerbell2,B01BH83OOM,2.0
Shaneab,B01BH83OOM,5.0
cOBRA,B01BH83OOM,5.0
Gizzard,B01BH83OOM,5.0
ShayEric,B01BH83OOM,4.0
Bamafever78,B01BH83OOM,5.0
Jpalmer00,B01BH83OOM,5.0
GeorgeO,B01BH83OOM,5.0
Tony,B01BH83OOM,5.0
BigToe,B01BH83OOM,5.0
Dcmurphy1515,B01BH83OOM,5.0
Ohellknow,B01BH83OOM,3.0
danmiller,B01BH83OOM,5.0
Janet,B01BH83OOM,5.0
samboo,B01BH83OOM,4.0
str4920,B01BH83OOM,4.0
jaxnvilleguy,B01BH83OOM,5.0
Dave3635,B01BH83OOM,4.0
apple21man,B01BH83OOM,5.0
Bandit,B01BH83OOM,5.0
marathonman,B01BH83OOM,5.0
Friend,B01BH83OOM,5.0
jimbo,B01BH83OOM,5.0
Breezy,B01BH83OOM,3.0
Maryann,B01BH83OOM,5.0
father,B01BH83OOM,5.0
Loretta,B01BH83OOM,5.0
Gdub61,B01BH83OOM,5.0
Gerald,B01BH83OOM,3.0
Supahfree,B01BH83OOM,5.0
Denverbrian,B01BH83OOM,3.0
kmshirley,B01BH83OOM,5.0
chloe,B01BH83OOM,5.0
Janderson10,B01BH83OOM,4.0
tbandit64,B01BH83OOM,5.0
str4920,B01BH83OOM,5.0
rater100,B01BH83OOM,5.0
ERod,B01BH83OOM,5.0
katniss,B01BH83OOM,5.0
Johnnie,B01BH83OOM,5.0
Calin44,B01BH83OOM,5.0
SCHO,B01BH83OOM,3.0
NeoBlaze,B01BH83OOM,5.0
SLS09,B01BH83OOM,5.0
Gaileod,B01BH83OOM,5.0
Slamajama,B01BH83OOM,4.0
rfran704,B01BH83OOM,5.0
TinaV6201,B01BH83OOM,5.0
In4dfun2,B01BH83OOM,5.0
grandma,B01BH83OOM,5.0
lntr4550,B01BH83OOM,5.0
Wgnyfinest,B01BH83OOM,5.0
TheOne,B01BH83OOM,5.0
Jaspendlove,B01BH83OOM,3.0
Ottoman,B01BH83OOM,4.0
MAVERY11,B01BH83OOM,5.0
grock2727,B01BH83OOM,4.0
pickle,B01BH83OOM,4.0
Tommy,B01BH83OOM,5.0
Smooze3,B01BH83OOM,5.0
Yeoman742,B01BH83OOM,3.0
Louavulmike,B01BH83OOM,5.0
SBgamer,B01BH83OOM,5.0
Gmama,B01BH83OOM,5.0
Herb,B01BH83OOM,5.0
mike,B01BH83OOM,5.0
pmcc,B01BH83OOM,5.0
jvanderstel,B01BH83OOM,5.0
p12345,B01BH83OOM,4.0
brdlvr,B01BH83OOM,5.0
Niceguy,B01BH83OOM,5.0
sparkles,B01BH83OOM,4.0
Kimber,B01BH83OOM,5.0
Mitch,B01BH83OOM,4.0
Susie,B01BH83OOM,4.0
natm,B01BH83OOM,5.0
Robbleo,B01BH83OOM,5.0
kcerps,B01BH83OOM,5.0
Phobia3000,B01BH83OOM,5.0
Concert,B01BH83OOM,4.0
Northefist,B01BH83OOM,4.0
coach3,B01BH83OOM,5.0
brettdavis4,B01BH83OOM,5.0
Abbyks,B01BH83OOM,2.0
JohnS,B01BH83OOM,1.0
cedriic,B01BH83OOM,5.0
p2j2m,B01BH83OOM,4.0
FloridaOh9,B01BH83OOM,4.0
kennyman,B01BH83OOM,5.0
1-Apr,B01BH83OOM,5.0
Spazdude,B01BH83OOM,4.0
LavaBoss,B01BH83OOM,5.0
Ces0983,B01BH83OOM,5.0
ElPollo,B01BH83OOM,4.0
VCMN,B01BH83OOM,5.0
Sean,B01BH83OOM,5.0
rhex,B01BH83OOM,4.0
moose,B01BH83OOM,3.0
ShawPhoto,B01BH83OOM,5.0
Pita,B01BH83OOM,4.0
BddoT2,B01BH83OOM,4.0
Skip,B01BH83OOM,5.0
shaithus,B01BH83OOM,3.0
Jlimon,B01BH83OOM,5.0
tbistone,B01BH83OOM,5.0
romaeeeeee,B01BH83OOM,5.0
JOCHE,B01BH83OOM,5.0
AmandaPanda,B01BH83OOM,5.0
EliteBuyer,B01BH83OOM,5.0
Buyer,B01BH83OOM,5.0
Jon12,B01BH83OOM,1.0
Jayrock2,B01BH83OOM,4.0
Anonymous,B01BH83OOM,5.0
Roger,B01BH83OOM,5.0
Papa,B01BH83OOM,3.0
Webkf1,B01BH83OOM,4.0
VaBeach,B01BH83OOM,5.0
PABuyer,B01BH83OOM,4.0
Knack,B01BH83OOM,5.0
Heather,B01BH83OOM,5.0
opchiasm,B01BH83OOM,5.0
Wardog21,B01BH83OOM,4.0
Rigbyabador,B01BH83OOM,5.0
EmilyG,B01BH83OOM,5.0
toeka,B01BH83OOM,3.0
CellPhoneGuy,B01BH83OOM,5.0
Yellowman99,B01BH83OOM,5.0
Risha37,B01BH83OOM,5.0
Eaglenut1,B01BH83OOM,5.0
JAdow,B01BH83OOM,5.0
Firemedic609,B01BH83OOM,5.0
Rick,B01BH83OOM,3.0
RonGT,B01BH83OOM,5.0
Flintlock,B01BH83OOM,4.0
Dirtdiver069,B01BH83OOM,5.0
pneks2001,B01BH83OOM,4.0
Emilybeaver,B01BH83OOM,4.0
Adam,B01BH83OOM,4.0
Dani,B01BH83OOM,5.0
DJ96,B01BH83OOM,4.0
MediaMom,B01BH83OOM,5.0
Harper,B01BH83OOM,5.0
PT109,B01BH83OOM,4.0
BigDaddy55,B01BH83OOM,5.0
Fishnan10,B01BH83OOM,4.0
Fern,B01BH83OOM,4.0
Tinkerer,B01BH83OOM,5.0
GoPats,B01BH83OOM,5.0
gooddeals,B01BH83OOM,4.0
tifnbil,B01BH83OOM,5.0
Snowman8,B01BH83OOM,5.0
photoguy,B01BH83OOM,5.0
Zigcredo,B01BH83OOM,5.0
Coco,B01BH83OOM,5.0
jeopcon69,B01BH83OOM,4.0
mackingInternetswithDOGE,B01BH83OOM,3.0
nvcop,B01BH83OOM,4.0
Brian,B01BH83OOM,5.0
Bunny,B01BH83OOM,5.0
Msvlm05,B01BH83OOM,5.0
MISTERT,B01BH83OOM,5.0
ShanNick,B01BH83OOM,5.0
Ranger,B01BH83OOM,5.0
Albert,B01BH83OOM,1.0
DoGg,B01BH83OOM,5.0
dani,B01BH83OOM,5.0
ladyglencoe,B01BH83OOM,5.0
TechGuy,B01BH83OOM,5.0
Courtney,B01BH83OOM,5.0
7011,B01BH83OOM,5.0
Triman,B01BH83OOM,5.0
Finicky,B01BH83OOM,4.0
Jobendab,B01BH83OOM,5.0
mssilverfox,B01BH83OOM,4.0
Teaz,B01BH83OOM,4.0
GEM310,B01BH83OOM,3.0
JayPA,B01BH83OOM,5.0
MusicLover,B01BH83OOM,4.0
Danny,B01BH83OOM,4.0
RickR,B01BH83OOM,5.0
Hydro,B01BH83OOM,4.0
Daniel,B01BH83OOM,5.0
PamJK,B01BH83OOM,5.0
Mac1,B01BH83OOM,4.0
Dylon,B01BH83OOM,4.0
Lafeyette,B01BH83OOM,5.0
Larry,B01BH83OOM,4.0
Smitty,B01BH83OOM,5.0
shar555,B01BH83OOM,5.0
agzela,B01BH83OOM,4.0
davepjoneshen,B01BH83OOM,4.0
Vaiolation,B01BH83OOM,4.0
Happy,B01BH83OOM,4.0
JP315,B01BH83OOM,5.0
haiisenberg,B01BH83OOM,4.0
Carbob,B01BH83OOM,5.0
ibeb71,B01BH83OOM,4.0
Amblate,B01BH83OOM,4.0
Matty,B01BH83OOM,4.0
Holmes,B01BH83OOM,5.0
Dpadilla,B01BH83OOM,4.0
OLS45,B01BH83OOM,5.0
